城市,年份,国内旅游收入（亿元）,,,,,,
连云港市,2009,128.31,,,,,,
连云港市,2010,153.58,,,,,,
连云港市,2011,188.32,,,,,,
连云港市,2012,221.59,,,,,,
连云港市,2013,257.25,,,,,,
连云港市,2014,297.42,,,,,,
连云港市,2015,338.7,,,,,,
连云港市,2016,391.58,,,,,,
连云港市,2017,454.12,,,,,,
连云港市,2018,526.2,,,,,,
连云港市,2019,582.05,,,,,,
连云港市,2020,266.73,,,,,,
连云港市,2021,495.84,,,,,,
连云港市,2022,406.8,,,,,,
连云港市,2023,,,,,,,
镇江市,2000,41.93,,,,,,
镇江市,2001,43.05,,,,,,
镇江市,2002,47.48,,,,,,
镇江市,2003,54.02,,,,,,
镇江市,2004,85.95,,,,,,
镇江市,2005,103.48,,,,,,
镇江市,2006,127.61,,,,,,
镇江市,2007,153.91,,,,,,
镇江市,2008,185.07,,,,,,
镇江市,2009,234.3,,,,,,
镇江市,2010,285.59,,,,,,
镇江市,2011,345.63,,,,,,
镇江市,2012,410.14,,,,,,
镇江市,2013,474.53,,,,,,
镇江市,2014,543.93,,,,,,
镇江市,2015,614.12,,,,,,
镇江市,2016,706.19,,,,,,
镇江市,2017,812.87,,,,,,
镇江市,2018,923.77,,,,,,
镇江市,2019,1012.35,,,,,,
镇江市,2020,492.2,,,,,,
镇江市,2021,774.51,,,,,,
镇江市,2022,272.16,,,,,,
镇江市,2023,508.56,,,,,,
上饶市,2000,,,,,,,
上饶市,2001,,,,,,,
上饶市,2002,17.94,,,,,,
上饶市,2003,18.97,,,,,,
上饶市,2004,23.12,,,,,,
上饶市,2005,32.14,,,,,,
上饶市,2006,37.85,,,,,,
上饶市,2007,43.98,,,,,,
上饶市,2008,60.83,,,,,,
上饶市,2009,84.79,,,,,,
上饶市,2010,,,,,,,
上饶市,2011,136,,,,,,
上饶市,2012,164,,,,,,
上饶市,2013,268,,,,,,
上饶市,2014,382.63,,,,,,
上饶市,2015,529.49,,,,,,
上饶市,2016,729.12,,,,,,
上饶市,2017,819.76,,,,,,
上饶市,2018,1009.28,,,,,,
上饶市,2019,1181.94,,,,,,
上饶市,2020,493.41,,,,,,
上饶市,2021,600.28,,,,,,
上饶市,2022,598.27,,,,,,
上饶市,2023,,,,,,,
九江市,2000,,,,,,,
九江市,2001,,,,,,,
九江市,2002,37.87,,,,,,
九江市,2003,38.1,,,,,,
九江市,2004,42.32,,,,,,
九江市,2005,52.43,,,,,,
九江市,2006,68.86,,,,,,
九江市,2007,84.35,,,,,,
九江市,2008,91.58,,,,,,
九江市,2009,110.52,,,,,,
九江市,2010,,,,,,,
九江市,2011,167,,,,,,
九江市,2012,213,,,,,,
九江市,2013,263,,,,,,
九江市,2014,385.25,,,,,,
九江市,2015,527.61,,,,,,
九江市,2016,736.85,,,,,,
九江市,2017,825.94,,,,,,
九江市,2018,1013.16,,,,,,
九江市,2019,1149.32,,,,,,
九江市,2020,1006.88,,,,,,
九江市,2021,773.39,,,,,,
九江市,2022,675.94,,,,,,
九江市,2023,,,,,,,
南昌市,2000,,,,,,,
南昌市,2001,,,,,,,
南昌市,2002,32.76,,,,,,
南昌市,2003,32.1,,,,,,
南昌市,2004,37.77,,,,,,
南昌市,2005,44.79,,,,,,
南昌市,2006,53.51,,,,,,
南昌市,2007,64.78,,,,,,
南昌市,2008,74.03,,,,,,
南昌市,2009,83.69,,,,,,
南昌市,2010,98,,,,,,
南昌市,2011,143,,,,,,
南昌市,2012,197,,,,,,
南昌市,2013,272,,,,,,
南昌市,2014,381.03,,,,,,
南昌市,2015,531.89,,,,,,
南昌市,2016,745.87,,,,,,
南昌市,2017,881.35,,,,,,
南昌市,2018,1061.94,,,,,,
南昌市,2019,1244.15,,,,,,
南昌市,2020,1008.31,,,,,,
南昌市,2021,1246.9,,,,,,
南昌市,2022,886.7,,,,,,
南昌市,2023,,,,,,,
吉安市,2000,,,,,,,
吉安市,2001,,,,,,,
吉安市,2002,16.18,,,,,,
吉安市,2003,18.04,,,,,,
吉安市,2004,25.04,,,,,,
吉安市,2005,40.92,,,,,,
吉安市,2006,46.68,,,,,,
吉安市,2007,54.55,,,,,,
吉安市,2008,60,,,,,,
吉安市,2009,72.6,,,,,,
吉安市,2010,,,,,,,
吉安市,2011,140,,,,,,
吉安市,2012,165,,,,,,
吉安市,2013,210,,,,,,
吉安市,2014,298.66,,,,,,
吉安市,2015,410.28,,,,,,
吉安市,2016,563.67,,,,,,
吉安市,2017,651.68,,,,,,
吉安市,2018,804.8,,,,,,
吉安市,2019,976.86,,,,,,
吉安市,2020,345.77,,,,,,
吉安市,2021,456.27,,,,,,
吉安市,2022,437.26,,,,,,
吉安市,2023,,,,,,,
宜春市,2000,,,,,,,
宜春市,2001,,,,,,,
宜春市,2002,9.98,,,,,,
宜春市,2003,10.01,,,,,,
宜春市,2004,13.45,,,,,,
宜春市,2005,18.98,,,,,,
宜春市,2006,22.37,,,,,,
宜春市,2007,25.8,,,,,,
宜春市,2008,36.2,,,,,,
宜春市,2009,46.48,,,,,,
宜春市,2010,,,,,,,
宜春市,2011,61,,,,,,
宜春市,2012,77,,,,,,
宜春市,2013,121,,,,,,
宜春市,2014,175.37,,,,,,
宜春市,2015,258.22,,,,,,
宜春市,2016,371.03,,,,,,
宜春市,2017,607.26,,,,,,
宜春市,2018,747.51,,,,,,
宜春市,2019,905.12,,,,,,
宜春市,2020,514.79,,,,,,
宜春市,2021,590.78,,,,,,
宜春市,2022,572.13,,,,,,
宜春市,2023,,,,,,,
抚州市,2000,,,,,,,
抚州市,2001,,,,,,,
抚州市,2002,7.04,,,,,,
抚州市,2003,7.45,,,,,,
抚州市,2004,8.82,,,,,,
抚州市,2005,13.36,,,,,,
抚州市,2006,15.97,,,,,,
抚州市,2007,18.83,,,,,,
抚州市,2008,22,,,,,,
抚州市,2009,35,,,,,,
抚州市,2010,,,,,,,
抚州市,2011,58,,,,,,
抚州市,2012,68,,,,,,
抚州市,2013,100,,,,,,
抚州市,2014,132.83,,,,,,
抚州市,2015,185.05,,,,,,
抚州市,2016,260.99,,,,,,
抚州市,2017,361.28,,,,,,
抚州市,2018,457.05,,,,,,
抚州市,2019,557.16,,,,,,
抚州市,2020,386.89,,,,,,
抚州市,2021,454.83,,,,,,
抚州市,2022,427.4,,,,,,
抚州市,2023,,,,,,,
新余市,2000,,,,,,,
新余市,2001,,,,,,,
新余市,2002,5.39,,,,,,
新余市,2003,6.24,,,,,,
新余市,2004,7.03,,,,,,
新余市,2005,11.58,,,,,,
新余市,2006,13.95,,,,,,
新余市,2007,17.12,,,,,,
新余市,2008,20.78,,,,,,
新余市,2009,22.4,,,,,,
新余市,2010,,,,,,,
新余市,2011,40,,,,,,
新余市,2012,47,,,,,,
新余市,2013,71,,,,,,
新余市,2014,90.72,,,,,,
新余市,2015,120.63,,,,,,
新余市,2016,139.21,,,,,,
新余市,2017,278.66,,,,,,
新余市,2018,441.9,,,,,,
新余市,2019,521.73,,,,,,
新余市,2020,444.9,,,,,,
新余市,2021,564.04,,,,,,
新余市,2022,569.55,,,,,,
新余市,2023,,,,,,,
景德镇市,2000,,,,,,,
景德镇市,2001,,,,,,,
景德镇市,2002,8.7,,,,,,
景德镇市,2003,10.98,,,,,,
景德镇市,2004,17.49,,,,,,
景德镇市,2005,25.58,,,,,,
景德镇市,2006,34.95,,,,,,
景德镇市,2007,42.01,,,,,,
景德镇市,2008,41.41,,,,,,
景德镇市,2009,49.58,,,,,,
景德镇市,2010,,,,,,,
景德镇市,2011,79,,,,,,
景德镇市,2012,124,,,,,,
景德镇市,2013,157,,,,,,
景德镇市,2014,206.6,,,,,,
景德镇市,2015,269.02,,,,,,
景德镇市,2016,359.67,,,,,,
景德镇市,2017,486.17,,,,,,
景德镇市,2018,609.44,,,,,,
景德镇市,2019,714.73,,,,,,
景德镇市,2020,363.39,,,,,,
景德镇市,2021,479.44,,,,,,
景德镇市,2022,362.96,,,,,,
景德镇市,2023,,,,,,,
萍乡市,2000,,,,,,,
萍乡市,2001,,,,,,,
萍乡市,2002,6.39,,,,,,
萍乡市,2003,8.86,,,,,,
萍乡市,2004,10.4,,,,,,
萍乡市,2005,17.28,,,,,,
萍乡市,2006,21.03,,,,,,
萍乡市,2007,24.22,,,,,,
萍乡市,2008,32.26,,,,,,
萍乡市,2009,37.1,,,,,,
萍乡市,2010,,,,,,,
萍乡市,2011,64,,,,,,
萍乡市,2012,80,,,,,,
萍乡市,2013,103,,,,,,
萍乡市,2014,154.62,,,,,,
萍乡市,2015,209.45,,,,,,
萍乡市,2016,269.78,,,,,,
萍乡市,2017,470.51,,,,,,
萍乡市,2018,593.81,,,,,,
萍乡市,2019,702.04,,,,,,
萍乡市,2020,229.92,,,,,,
萍乡市,2021,447.51,,,,,,
萍乡市,2022,364.67,,,,,,
萍乡市,2023,,,,,,,
赣州市,2000,,,,,,,
赣州市,2001,,,,,,,
赣州市,2002,27.86,,,,,,
赣州市,2003,29.05,,,,,,
赣州市,2004,33.64,,,,,,
赣州市,2005,38.65,,,,,,
赣州市,2006,45.75,,,,,,
赣州市,2007,51.72,,,,,,
赣州市,2008,63.7,,,,,,
赣州市,2009,79.96,,,,,,
赣州市,2010,,,,,,,
赣州市,2011,133,,,,,,
赣州市,2012,162,,,,,,
赣州市,2013,204,,,,,,
赣州市,2014,269.14,,,,,,
赣州市,2015,366.95,,,,,,
赣州市,2016,509.39,,,,,,
赣州市,2017,655.59,,,,,,
赣州市,2018,880.76,,,,,,
赣州市,2019,1066.28,,,,,,
赣州市,2020,660.61,,,,,,
赣州市,2021,962.6,,,,,,
赣州市,2022,823.61,,,,,,
赣州市,2023,,,,,,,
鹰潭市,2000,,,,,,,
鹰潭市,2001,,,,,,,
鹰潭市,2002,15.03,,,,,,
鹰潭市,2003,13.74,,,,,,
鹰潭市,2004,15.13,,,,,,
鹰潭市,2005,15.79,,,,,,
鹰潭市,2006,19.12,,,,,,
鹰潭市,2007,21.39,,,,,,
鹰潭市,2008,25.69,,,,,,
鹰潭市,2009,33.73,,,,,,
鹰潭市,2010,,,,,,,
鹰潭市,2011,58,,,,,,
鹰潭市,2012,75,,,,,,
鹰潭市,2013,95,,,,,,
鹰潭市,2014,138.37,,,,,,
鹰潭市,2015,201.86,,,,,,
鹰潭市,2016,268.9,,,,,,
鹰潭市,2017,354.39,,,,,,
鹰潭市,2018,477.2,,,,,,
鹰潭市,2019,577.32,,,,,,
鹰潭市,2020,245.39,,,,,,
鹰潭市,2021,453.61,,,,,,
鹰潭市,2022,354.3,,,,,,
鹰潭市,2023,,,,,,,
保定市,2000,,,,,,,
保定市,2001,,,,,,,
保定市,2002,63.17,,,,,,
保定市,2003,42.09,,,,,,
保定市,2004,71.38,,,,,,
保定市,2005,85.38,,,,,,
保定市,2006,99.88,,,,,,
保定市,2007,93.13,,,,,,
保定市,2008,92,,,,,,
保定市,2009,114.17,,,,,,
保定市,2010,147.9,,,,,,
保定市,2011,190.19,,,,,,
保定市,2012,245.78,,,,,,
保定市,2013,316.8,,,,,,
保定市,2014,409.4,,,,,,
保定市,2015,610.8,,,,,,
保定市,2016,754.15,,,,,,
保定市,2017,896.54,,,,,,
保定市,2018,1174.2,,,,,,
保定市,2019,1454.37,,,,,,
保定市,2020,684.07,,,,,,
保定市,2021,715.9,,,,,,
保定市,2022,455.93,,,,,,
保定市,2023,,,,,,,
唐山市,2000,,,,,,,
唐山市,2001,,,,,,,
唐山市,2002,18.96,,,,,,
唐山市,2003,14.95,,,,,,
唐山市,2004,23.61,,,,,,
唐山市,2005,22.95,,,,,,
唐山市,2006,29.84,,,,,,
唐山市,2007,34.52,,,,,,
唐山市,2008,46.85,,,,,,
唐山市,2009,61.46,,,,,,
唐山市,2010,93.36,,,,,,
唐山市,2011,128.48,,,,,,
唐山市,2012,167.92,,,,,,
唐山市,2013,212.26,,,,,,
唐山市,2014,253.12,,,,,,
唐山市,2015,307.53,,,,,,
唐山市,2016,435.05,,,,,,
唐山市,2017,582.79,,,,,,
唐山市,2018,732.04,,,,,,
唐山市,2019,901.42,,,,,,
唐山市,2020,446.89,,,,,,
唐山市,2021,508.86,,,,,,
唐山市,2022,452.7,,,,,,
唐山市,2023,,,,,,,
廊坊市,2000,,,,,,,
廊坊市,2001,,,,,,,
廊坊市,2002,2.59,,,,,,
廊坊市,2003,3.18,,,,,,
廊坊市,2004,14.99,,,,,,
廊坊市,2005,29.86,,,,,,
廊坊市,2006,34.86,,,,,,
廊坊市,2007,41.03,,,,,,
廊坊市,2008,41.56,,,,,,
廊坊市,2009,50.47,,,,,,
廊坊市,2010,63.18,,,,,,
廊坊市,2011,78.26,,,,,,
廊坊市,2012,54.57,,,,,,
廊坊市,2013,124.56,,,,,,
廊坊市,2014,151.1,,,,,,
廊坊市,2015,201.29,,,,,,
廊坊市,2016,276.6,,,,,,
廊坊市,2017,368.82,,,,,,
廊坊市,2018,447.3,,,,,,
廊坊市,2019,538.46,,,,,,
廊坊市,2020,206.92,,,,,,
廊坊市,2021,271,,,,,,
廊坊市,2022,145.1,,,,,,
廊坊市,2023,,,,,,,
张家口市,2000,,,,,,,
张家口市,2001,,,,,,,
张家口市,2002,11.99,,,,,,
张家口市,2003,12.14,,,,,,
张家口市,2004,16.19,,,,,,
张家口市,2005,20.33,,,,,,
张家口市,2006,27.01,,,,,,
张家口市,2007,32.57,,,,,,
张家口市,2008,29.43,,,,,,
张家口市,2009,39.52,,,,,,
张家口市,2010,59.34,,,,,,
张家口市,2011,89.76,,,,,,
张家口市,2012,134.2,,,,,,
张家口市,2013,181.8,,,,,,
张家口市,2014,236.91,,,,,,
张家口市,2015,299.88,,,,,,
张家口市,2016,517.3,,,,,,
张家口市,2017,696.5,,,,,,
张家口市,2018,859.4,,,,,,
张家口市,2019,1034.36,,,,,,
张家口市,2020,213.12,,,,,,
张家口市,2021,394.69,,,,,,
张家口市,2022,251.74,,,,,,
张家口市,2023,,,,,,,
承德市,2000,,,,,,,
承德市,2001,,,,,,,
承德市,2002,20.86,,,,,,
承德市,2003,18.18,,,,,,
承德市,2004,24.77,,,,,,
承德市,2005,30.21,,,,,,
承德市,2006,36.56,,,,,,
承德市,2007,50.56,,,,,,
承德市,2008,46.98,,,,,,
承德市,2009,69.72,,,,,,
承德市,2010,86.76,,,,,,
承德市,2011,118.81,,,,,,
承德市,2012,154.1,,,,,,
承德市,2013,118.8,,,,,,
承德市,2014,236.3,,,,,,
承德市,2015,330.52,,,,,,
承德市,2016,495.03,,,,,,
承德市,2017,670.96,,,,,,
承德市,2018,852.7,,,,,,
承德市,2019,1032.74,,,,,,
承德市,2020,300,,,,,,
承德市,2021,386.85,,,,,,
承德市,2022,170.84,,,,,,
承德市,2023,,,,,,,
沧州市,2000,,,,,,,
沧州市,2001,,,,,,,
沧州市,2002,6.78,,,,,,
沧州市,2003,4.87,,,,,,
沧州市,2004,8.27,,,,,,
沧州市,2005,7.85,,,,,,
沧州市,2006,11.44,,,,,,
沧州市,2007,14.34,,,,,,
沧州市,2008,16.6,,,,,,
沧州市,2009,23.55,,,,,,
沧州市,2010,32.91,,,,,,
沧州市,2011,41.58,,,,,,
沧州市,2012,97.05,,,,,,
沧州市,2013,67.81,,,,,,
沧州市,2014,,,,,,,
沧州市,2015,98.23,,,,,,
沧州市,2016,123.1,,,,,,
沧州市,2017,162.38,,,,,,
沧州市,2018,196.13,,,,,,
沧州市,2019,240.34,,,,,,
沧州市,2020,118.77,,,,,,
沧州市,2021,149.82,,,,,,
沧州市,2022,129.58,,,,,,
沧州市,2023,,,,,,,
石家庄市,2000,,,,,,,
石家庄市,2001,,,,,,,
石家庄市,2002,63.7,,,,,,
石家庄市,2003,49.39,,,,,,
石家庄市,2004,66.7,,,,,,
石家庄市,2005,71.51,,,,,,
石家庄市,2006,86.84,,,,,,
石家庄市,2007,103.91,,,,,,
石家庄市,2008,88.69,,,,,,
石家庄市,2009,103.57,,,,,,
石家庄市,2010,129.42,,,,,,
石家庄市,2011,197.42,,,,,,
石家庄市,2012,264.67,,,,,,
石家庄市,2013,328.26,,,,,,
石家庄市,2014,432.2,,,,,,
石家庄市,2015,584.7,,,,,,
石家庄市,2016,745.8,,,,,,
石家庄市,2017,988.1,,,,,,
石家庄市,2018,1244.2,,,,,,
石家庄市,2019,1471.7,,,,,,
石家庄市,2020,683.9,,,,,,
石家庄市,2021,698.3,,,,,,
石家庄市,2022,535.55,,,,,,
石家庄市,2023,1508.9,,,,,,
秦皇岛市,2000,,,,,,,
秦皇岛市,2001,,,,,,,
秦皇岛市,2002,35.49,,,,,,
秦皇岛市,2003,26.24,,,,,,
秦皇岛市,2004,56.1,,,,,,
秦皇岛市,2005,91.26,,,,,,
秦皇岛市,2006,101.03,,,,,,
秦皇岛市,2007,112.84,,,,,,
秦皇岛市,2008,88.64,,,,,,
秦皇岛市,2009,121.97,,,,,,
秦皇岛市,2010,142.98,,,,,,
秦皇岛市,2011,173.51,,,,,,
秦皇岛市,2012,201.62,,,,,,
秦皇岛市,2013,244.28,,,,,,
秦皇岛市,2014,,,,,,,
秦皇岛市,2015,,,,,,,
秦皇岛市,2016,,,,,,,
秦皇岛市,2017,644.01,,,,,,
秦皇岛市,2018,,,,,,,
秦皇岛市,2019,996.61,,,,,,
秦皇岛市,2020,268.32,,,,,,
秦皇岛市,2021,330.05,,,,,,
秦皇岛市,2022,163.37,,,,,,
秦皇岛市,2023,,,,,,,
衡水市,2000,,,,,,,
衡水市,2001,,,,,,,
衡水市,2002,3.11,,,,,,
衡水市,2003,3.23,,,,,,
衡水市,2004,4.63,,,,,,
衡水市,2005,3.96,,,,,,
衡水市,2006,5.18,,,,,,
衡水市,2007,6.77,,,,,,
衡水市,2008,7.79,,,,,,
衡水市,2009,12.8,,,,,,
衡水市,2010,17.65,,,,,,
衡水市,2011,24.19,,,,,,
衡水市,2012,33.2,,,,,,
衡水市,2013,42.23,,,,,,
衡水市,2014,,,,,,,
衡水市,2015,66.34,,,,,,
衡水市,2016,101.5,,,,,,
衡水市,2017,134.37,,,,,,
衡水市,2018,161.9,,,,,,
衡水市,2019,196.7,,,,,,
衡水市,2020,107.7,,,,,,
衡水市,2021,122.97,,,,,,
衡水市,2022,128.63,,,,,,
衡水市,2023,,,,,,,
邢台市,2000,,,,,,,
邢台市,2001,,,,,,,
邢台市,2002,10.14,,,,,,
邢台市,2003,6.32,,,,,,
邢台市,2004,12.76,,,,,,
邢台市,2005,13.06,,,,,,
邢台市,2006,19.35,,,,,,
邢台市,2007,23.8,,,,,,
邢台市,2008,27.09,,,,,,
邢台市,2009,32.16,,,,,,
邢台市,2010,41.46,,,,,,
邢台市,2011,51.45,,,,,,
邢台市,2012,66.43,,,,,,
邢台市,2013,82.15,,,,,,
邢台市,2014,106.4,,,,,,
邢台市,2015,140,,,,,,
邢台市,2016,181.12,,,,,,
邢台市,2017,239,,,,,,
邢台市,2018,290.31,,,,,,
邢台市,2019,359.96,,,,,,
邢台市,2020,191.19,,,,,,
邢台市,2021,259.3,,,,,,
邢台市,2022,193.37,,,,,,
邢台市,2023,,,,,,,
邯郸市,2000,19.4,,,,,,
邯郸市,2001,27.1,,,,,,
邯郸市,2002,28.4,,,,,,
邯郸市,2003,17.7,,,,,,
邯郸市,2004,35.1,,,,,,
邯郸市,2005,30.3,,,,,,
邯郸市,2006,35.9,,,,,,
邯郸市,2007,43.2,,,,,,
邯郸市,2008,49.8,,,,,,
邯郸市,2009,59.6,,,,,,
邯郸市,2010,75.9,,,,,,
邯郸市,2011,98.6,,,,,,
邯郸市,2012,134.9,,,,,,
邯郸市,2013,175.7,,,,,,
邯郸市,2014,235.1,,,,,,
邯郸市,2015,336.7,,,,,,
邯郸市,2016,488.2,,,,,,
邯郸市,2017,637.1,,,,,,
邯郸市,2018,797.3,,,,,,
邯郸市,2019,975.1,,,,,,
邯郸市,2020,420.36,,,,,,
邯郸市,2021,524.94,,,,,,
邯郸市,2022,315.7,,,,,,
邯郸市,2023,,,,,,,
三门峡市,2000,,,,,,,
三门峡市,2001,,,,,,,
三门峡市,2002,,,,,,,
三门峡市,2003,15.68,,,,,,
三门峡市,2004,22.7316,,,,,,
三门峡市,2005,29.192,,,,,,
三门峡市,2006,37.36,,,,,,
三门峡市,2007,48.0448,,,,,,
三门峡市,2008,58.33,,,,,,
三门峡市,2009,68.5,,,,,,
三门峡市,2010,89,,,,,,
三门峡市,2011,96.6,,,,,,
三门峡市,2012,121.151,,,,,,
三门峡市,2013,175,,,,,,
三门峡市,2014,201.49,,,,,,
三门峡市,2015,224.43,,,,,,
三门峡市,2016,254,,,,,,
三门峡市,2017,296,,,,,,
三门峡市,2018,364.97,,,,,,
三门峡市,2019,425.6,,,,,,
三门峡市,2020,195,,,,,,
三门峡市,2021,285.17,,,,,,
三门峡市,2022,,,,,,,
三门峡市,2023,,,,,,,
信阳市,2000,,,,,,,
信阳市,2001,,,,,,,
信阳市,2002,,,,,,,
信阳市,2003,12.29,,,,,,
信阳市,2004,16.5226,,,,,,
信阳市,2005,21.8495,,,,,,
信阳市,2006,27.34,,,,,,
信阳市,2007,35.22,,,,,,
信阳市,2008,41.67,,,,,,
信阳市,2009,52.1,,,,,,
信阳市,2010,61.1,,,,,,
信阳市,2011,75.3,,,,,,
信阳市,2012,99.5904,,,,,,
信阳市,2013,115.19,,,,,,
信阳市,2014,,,,,,,
信阳市,2015,135.03,,,,,,
信阳市,2016,,,,,,,
信阳市,2017,198.8,,,,,,
信阳市,2018,,,,,,,
信阳市,2019,,,,,,,
信阳市,2020,,,,,,,
信阳市,2021,,,,,,,
信阳市,2022,,,,,,,
信阳市,2023,,,,,,,
南阳市,2000,,,,,,,
南阳市,2001,,,,,,,
南阳市,2002,,,,,,,
南阳市,2003,16.83,,,,,,
南阳市,2004,24.6533,,,,,,
南阳市,2005,30.9571,,,,,,
南阳市,2006,38.95,,,,,,
南阳市,2007,48.5709,,,,,,
南阳市,2008,57.6537,,,,,,
南阳市,2009,75.411,,,,,,
南阳市,2010,88.0155,,,,,,
南阳市,2011,100.91,,,,,,
南阳市,2012,134.294,,,,,,
南阳市,2013,156,,,,,,
南阳市,2014,,,,,,,
南阳市,2015,,,,,,,
南阳市,2016,,,,,,,
南阳市,2017,282.614,,,,,,
南阳市,2018,,,,,,,
南阳市,2019,,,,,,,
南阳市,2020,,,,,,,
南阳市,2021,,,,,,,
南阳市,2022,,,,,,,
南阳市,2023,,,,,,,
周口市,2000,,,,,,,
周口市,2001,,,,,,,
周口市,2002,,,,,,,
周口市,2003,7.64,,,,,,
周口市,2004,12.3164,,,,,,
周口市,2005,16.6936,,,,,,
周口市,2006,20.84,,,,,,
周口市,2007,25.569,,,,,,
周口市,2008,30.197,,,,,,
周口市,2009,35.3607,,,,,,
周口市,2010,41.1345,,,,,,
周口市,2011,49.92,,,,,,
周口市,2012,65.6469,,,,,,
周口市,2013,76.252,,,,,,
周口市,2014,78.725,,,,,,
周口市,2015,91.3192,,,,,,
周口市,2016,101.64,,,,,,
周口市,2017,154.891,,,,,,
周口市,2018,130.43,,,,,,
周口市,2019,148,,,,,,
周口市,2020,,,,,,,
周口市,2021,,,,,,,
周口市,2022,,,,,,,
周口市,2023,,,,,,,
商丘市,2000,,,,,,,
商丘市,2001,,,,,,,
商丘市,2002,,,,,,,
商丘市,2003,9.53,,,,,,
商丘市,2004,12.2948,,,,,,
商丘市,2005,17.1033,,,,,,
商丘市,2006,21.45,,,,,,
商丘市,2007,26.4469,,,,,,
商丘市,2008,31.45,,,,,,
商丘市,2009,35.9,,,,,,
商丘市,2010,15,,,,,,
商丘市,2011,53.4,,,,,,
商丘市,2012,20,,,,,,
商丘市,2013,23.2,,,,,,
商丘市,2014,17.4,,,,,,
商丘市,2015,22.1,,,,,,
商丘市,2016,24.9,,,,,,
商丘市,2017,29.7,,,,,,
商丘市,2018,34.14,,,,,,
商丘市,2019,53.4,,,,,,
商丘市,2020,49.31,,,,,,
商丘市,2021,107.38,,,,,,
商丘市,2022,,,,,,,
商丘市,2023,,,,,,,
安阳市,2000,,,,,,,
安阳市,2001,,,,,,,
安阳市,2002,,,,,,,
安阳市,2003,17.12,,,,,,
安阳市,2004,26.7653,,,,,,
安阳市,2005,34.2516,,,,,,
安阳市,2006,44.47,,,,,,
安阳市,2007,57.5026,,,,,,
安阳市,2008,70.4407,,,,,,
安阳市,2009,89.3892,,,,,,
安阳市,2010,104.488,,,,,,
安阳市,2011,127.24,,,,,,
安阳市,2012,167.352,,,,,,
安阳市,2013,195.231,,,,,,
安阳市,2014,,,,,,,
安阳市,2015,,,,,,,
安阳市,2016,,,,,,,
安阳市,2017,463.06,,,,,,
安阳市,2018,505.15,,,,,,
安阳市,2019,580.55,,,,,,
安阳市,2020,356.43,,,,,,
安阳市,2021,512.35,,,,,,
安阳市,2022,,,,,,,
安阳市,2023,,,,,,,
平顶山市,2000,,,,,,,
平顶山市,2001,,,,,,,
平顶山市,2002,,,,,,,
平顶山市,2003,10.89,,,,,,
平顶山市,2004,16.7121,,,,,,
平顶山市,2005,21.1926,,,,,,
平顶山市,2006,27.37,,,,,,
平顶山市,2007,34.6562,,,,,,
平顶山市,2008,40.9982,,,,,,
平顶山市,2009,59.1335,,,,,,
平顶山市,2010,68.6189,,,,,,
平顶山市,2011,84.83,,,,,,
平顶山市,2012,108.087,,,,,,
平顶山市,2013,135.75,,,,,,
平顶山市,2014,155,,,,,,
平顶山市,2015,169.3,,,,,,
平顶山市,2016,189.1,,,,,,
平顶山市,2017,218.645,,,,,,
平顶山市,2018,259.3,,,,,,
平顶山市,2019,306.51,,,,,,
平顶山市,2020,277.73,,,,,,
平顶山市,2021,,,,,,,
平顶山市,2022,,,,,,,
平顶山市,2023,,,,,,,
开封市,2000,,,,,,,
开封市,2001,,,,,,,
开封市,2002,,,,,,,
开封市,2003,24.5,,,,,,
开封市,2004,36.6371,,,,,,
开封市,2005,47.7931,,,,,,
开封市,2006,64.47,,,,,,
开封市,2007,86.903,,,,,,
开封市,2008,114.979,,,,,,
开封市,2009,149.473,,,,,,
开封市,2010,175.195,,,,,,
开封市,2011,215.3,,,,,,
开封市,2012,237.745,,,,,,
开封市,2013,279.227,,,,,,
开封市,2014,,,,,,,
开封市,2015,,,,,,,
开封市,2016,,,,,,,
开封市,2017,479.51,,,,,,
开封市,2018,596.7,,,,,,
开封市,2019,707.5,,,,,,
开封市,2020,334.2,,,,,,
开封市,2021,521,,,,,,
开封市,2022,,,,,,,
开封市,2023,,,,,,,
新乡市,2000,,,,,,,
新乡市,2001,,,,,,,
新乡市,2002,,,,,,,
新乡市,2003,12.43,,,,,,
新乡市,2004,17.6835,,,,,,
新乡市,2005,23.1247,,,,,,
新乡市,2006,29.28,,,,,,
新乡市,2007,38.1818,,,,,,
新乡市,2008,46.2382,,,,,,
新乡市,2009,60.6645,,,,,,
新乡市,2010,79.2713,,,,,,
新乡市,2011,97.02,,,,,,
新乡市,2012,126.102,,,,,,
新乡市,2013,147.118,,,,,,
新乡市,2014,,,,,,,
新乡市,2015,201.2,,,,,,
新乡市,2016,231.9,,,,,,
新乡市,2017,262.86,,,,,,
新乡市,2018,304.66,,,,,,
新乡市,2019,362.24,,,,,,
新乡市,2020,222.31,,,,,,
新乡市,2021,,,,,,,
新乡市,2022,,,,,,,
新乡市,2023,,,,,,,
洛阳市,2000,,,,,,,
洛阳市,2001,,,,,,,
洛阳市,2002,,,,,,,
洛阳市,2003,65.1,,,,,,
洛阳市,2004,82.1,,,,,,
洛阳市,2005,101.3,,,,,,
洛阳市,2006,131.4,,,,,,
洛阳市,2007,188.6,,,,,,
洛阳市,2008,217,,,,,,
洛阳市,2009,252,,,,,,
洛阳市,2010,293,,,,,,
洛阳市,2011,337,,,,,,
洛阳市,2012,391.4,,,,,,
