城市,年份,国内旅游人数（万人）
上海市,2000,
上海市,2001,
上海市,2002,8760.9
上海市,2003,7603
上海市,2004,8505
上海市,2005,9012
上海市,2006,9684
上海市,2007,10210
上海市,2008,11006
上海市,2009,12361
上海市,2010,22432
上海市,2011,23079
上海市,2012,25094
上海市,2013,25990.7
上海市,2014,26818
上海市,2015,27569.4
上海市,2016,29620.6
上海市,2017,32845.3
上海市,2018,33976.9
上海市,2019,36140.5
上海市,2020,23605.7
上海市,2021,29382.2
上海市,2022,18816.2
上海市,2023,32642.8
临沧市,2000,
临沧市,2001,
临沧市,2002,59
临沧市,2003,63.6
临沧市,2004,84
临沧市,2005,130
临沧市,2006,166
临沧市,2007,223
临沧市,2008,226.5
临沧市,2009,249.1
临沧市,2010,268.9
临沧市,2011,299.38
临沧市,2012,358.1
临沧市,2013,436.79
临沧市,2014,
临沧市,2015,781.33
临沧市,2016,1250.6
临沧市,2017,1807.24
临沧市,2018,2488.11
临沧市,2019,3111.38
临沧市,2020,1869.81
临沧市,2021,2395.6
临沧市,2022,3170.76
临沧市,2023,
丽江市,2000,
丽江市,2001,
丽江市,2002,323
丽江市,2003,292.5
丽江市,2004,351
丽江市,2005,386
丽江市,2006,429
丽江市,2007,218
丽江市,2008,578.9
丽江市,2009,705.6
丽江市,2010,848.8
丽江市,2011,1107.93
丽江市,2012,1514.4
丽江市,2013,1979.91
丽江市,2014,2556.12
丽江市,2015,2941.44
丽江市,2016,3404.1
丽江市,2017,3950.87
丽江市,2018,4523.88
丽江市,2019,5293.87
丽江市,2020,2620.08
丽江市,2021,2874.2
丽江市,2022,5483.27
丽江市,2023,
保山市,2000,
保山市,2001,
保山市,2002,234
保山市,2003,276.6
保山市,2004,344
保山市,2005,378
保山市,2006,415
保山市,2007,235
保山市,2008,498
保山市,2009,552.1
保山市,2010,611
保山市,2011,689.91
保山市,2012,793.24
保山市,2013,937.98
保山市,2014,
保山市,2015,1264.15
保山市,2016,1816.44
保山市,2017,2492.28
保山市,2018,2960.77
保山市,2019,3579.46
保山市,2020,2609.5
保山市,2021,3040.8
保山市,2022,4036.8
保山市,2023,
昆明市,2000,1106
昆明市,2001,1897
昆明市,2002,1936
昆明市,2003,1549
昆明市,2004,1708
昆明市,2005,1971
昆明市,2006,2169
昆明市,2007,2437
昆明市,2008,2664
昆明市,2009,3037
昆明市,2010,3471
昆明市,2011,4002
昆明市,2012,4581
昆明市,2013,5479.06
昆明市,2014,6149.45
昆明市,2015,6796.91
昆明市,2016,9990
昆明市,2017,13208.5
昆明市,2018,15911.2
昆明市,2019,18494.6
昆明市,2020,13631.5
昆明市,2021,17407.9
昆明市,2022,21803.4
昆明市,2023,
昭通市,2000,
昭通市,2001,
昭通市,2002,158
昭通市,2003,129.5
昭通市,2004,194
昭通市,2005,204
昭通市,2006,206
昭通市,2007,455
昭通市,2008,373.6
昭通市,2009,475.3
昭通市,2010,591.2
昭通市,2011,708.7
昭通市,2012,1014.61
昭通市,2013,1375.79
昭通市,2014,
昭通市,2015,2065.68
昭通市,2016,2489.11
昭通市,2017,3278.43
昭通市,2018,3821.13
昭通市,2019,4385.99
昭通市,2020,2718.93
昭通市,2021,3256.9
昭通市,2022,4697.41
昭通市,2023,
普洱市,2000,
普洱市,2001,
普洱市,2002,140
普洱市,2003,209.2
普洱市,2004,249
普洱市,2005,263
普洱市,2006,190
普洱市,2007,495
普洱市,2008,234.42
普洱市,2009,304.13
普洱市,2010,347.24
普洱市,2011,556.43
普洱市,2012,819.03
普洱市,2013,1128.48
普洱市,2014,1312.56
普洱市,2015,1523.05
普洱市,2016,2065.62
普洱市,2017,2887.61
普洱市,2018,3475.81
普洱市,2019,4112.74
普洱市,2020,2059.3
普洱市,2021,2518.6
普洱市,2022,4285.59
普洱市,2023,
曲靖市,2000,
曲靖市,2001,
曲靖市,2002,378
曲靖市,2003,303.8
曲靖市,2004,443
曲靖市,2005,434
曲靖市,2006,522
曲靖市,2007,565
曲靖市,2008,571.87
曲靖市,2009,639.98
曲靖市,2010,707.3
曲靖市,2011,778.13
曲靖市,2012,870.61
曲靖市,2013,1025
曲靖市,2014,1127.11
曲靖市,2015,1335.99
曲靖市,2016,1727.57
曲靖市,2017,2605.76
曲靖市,2018,3923.56
曲靖市,2019,4673.11
曲靖市,2020,3249.47
曲靖市,2021,4300
曲靖市,2022,6506.04
曲靖市,2023,
玉溪市,2000,
玉溪市,2001,
玉溪市,2002,379
玉溪市,2003,386.3
玉溪市,2004,459
玉溪市,2005,570
玉溪市,2006,641
玉溪市,2007,713
玉溪市,2008,796.89
玉溪市,2009,972.99
玉溪市,2010,1164.1
玉溪市,2011,1308.63
玉溪市,2012,1461.28
玉溪市,2013,1756.38
玉溪市,2014,2029.95
玉溪市,2015,2309.57
玉溪市,2016,2710.67
玉溪市,2017,3579.98
玉溪市,2018,4290.22
玉溪市,2019,4716.03
玉溪市,2020,3213.84
玉溪市,2021,4381.9
玉溪市,2022,3862.48
玉溪市,2023,
乌兰察布市,2000,
乌兰察布市,2001,
乌兰察布市,2002,110
乌兰察布市,2003,103
乌兰察布市,2004,140
乌兰察布市,2005,201
乌兰察布市,2006,270
乌兰察布市,2007,290
乌兰察布市,2008,330
乌兰察布市,2009,154.7
乌兰察布市,2010,174.88
乌兰察布市,2011,239.43
乌兰察布市,2012,275.4
乌兰察布市,2013,327.03
乌兰察布市,2014,378.2
乌兰察布市,2015,453.66
乌兰察布市,2016,550.72
乌兰察布市,2017,639.68
乌兰察布市,2018,755.03
乌兰察布市,2019,1277
乌兰察布市,2020,1258.66
乌兰察布市,2021,903.46
乌兰察布市,2022,751.46
乌兰察布市,2023,
乌海市,2000,
乌海市,2001,
乌海市,2002,
乌海市,2003,0.5
乌海市,2004,15
乌海市,2005,20
乌海市,2006,31
乌海市,2007,57
乌海市,2008,42.5
乌海市,2009,66.3
乌海市,2010,93.33
乌海市,2011,109.77
乌海市,2012,129.55
乌海市,2013,145.53
乌海市,2014,164.22
乌海市,2015,184.88
乌海市,2016,209.64
乌海市,2017,293.11
乌海市,2018,301.42
乌海市,2019,582.37
乌海市,2020,429.08
乌海市,2021,442.71
乌海市,2022,337.79
乌海市,2023,
包头市,2000,
包头市,2001,
包头市,2002,176
包头市,2003,151
包头市,2004,233
包头市,2005,294
包头市,2006,366
包头市,2007,419
包头市,2008,438
包头市,2009,525
包头市,2010,601.51
包头市,2011,700.93
包头市,2012,769.33
包头市,2013,842.3
包头市,2014,934.74
包头市,2015,1036.16
包头市,2016,1209.25
包头市,2017,1427.63
包头市,2018,1596.12
包头市,2019,2239.54
包头市,2020,1185.62
包头市,2021,1705.28
包头市,2022,1042.4
包头市,2023,
呼伦贝尔市,2000,
呼伦贝尔市,2001,
呼伦贝尔市,2002,158
呼伦贝尔市,2003,155.8
呼伦贝尔市,2004,245
呼伦贝尔市,2005,313
呼伦贝尔市,2006,361
呼伦贝尔市,2007,419
呼伦贝尔市,2008,547
呼伦贝尔市,2009,710.2
呼伦贝尔市,2010,737.39
呼伦贝尔市,2011,842.13
呼伦贝尔市,2012,946.31
呼伦贝尔市,2013,1076.19
呼伦贝尔市,2014,1227.84
呼伦贝尔市,2015,1361.53
呼伦贝尔市,2016,1486.32
呼伦贝尔市,2017,1649.54
呼伦贝尔市,2018,1792.94
呼伦贝尔市,2019,2152.78
呼伦贝尔市,2020,781.16
呼伦贝尔市,2021,1383.99
呼伦贝尔市,2022,1268.99
呼伦贝尔市,2023,
呼和浩特市,2000,
呼和浩特市,2001,
呼和浩特市,2002,189
呼和浩特市,2003,185.5
呼和浩特市,2004,259
呼和浩特市,2005,392
呼和浩特市,2006,483
呼和浩特市,2007,614
呼和浩特市,2008,636.4
呼和浩特市,2009,708.7
呼和浩特市,2010,827.79
呼和浩特市,2011,931.9
呼和浩特市,2012,1028.92
呼和浩特市,2013,1158.5
呼和浩特市,2014,1292.44
呼和浩特市,2015,1412.18
呼和浩特市,2016,1621.23
呼和浩特市,2017,1915.58
呼和浩特市,2018,2236.62
呼和浩特市,2019,3194.87
呼和浩特市,2020,1820.36
呼和浩特市,2021,2638.5
呼和浩特市,2022,1399.01
呼和浩特市,2023,
巴彦淖尔市,2000,
巴彦淖尔市,2001,
巴彦淖尔市,2002,35
巴彦淖尔市,2003,30
巴彦淖尔市,2004,78
巴彦淖尔市,2005,94
巴彦淖尔市,2006,111
巴彦淖尔市,2007,136
巴彦淖尔市,2008,111.7
巴彦淖尔市,2009,104.7
巴彦淖尔市,2010,110.06
巴彦淖尔市,2011,125.42
巴彦淖尔市,2012,137.78
巴彦淖尔市,2013,152.74
巴彦淖尔市,2014,170.97
巴彦淖尔市,2015,190.98
巴彦淖尔市,2016,228.4
巴彦淖尔市,2017,319.55
巴彦淖尔市,2018,347.72
巴彦淖尔市,2019,888.95
巴彦淖尔市,2020,658.1
巴彦淖尔市,2021,697.69
巴彦淖尔市,2022,348.97
巴彦淖尔市,2023,
赤峰市,2000,
赤峰市,2001,
赤峰市,2002,102
赤峰市,2003,104
赤峰市,2004,309
赤峰市,2005,339
赤峰市,2006,368
赤峰市,2007,410
赤峰市,2008,469.4
赤峰市,2009,342.8
赤峰市,2010,383.88
赤峰市,2011,450.54
赤峰市,2012,508.19
赤峰市,2013,569.54
赤峰市,2014,637.17
赤峰市,2015,710.32
赤峰市,2016,865.9
赤峰市,2017,1132.45
赤峰市,2018,1320.31
赤峰市,2019,1983.01
赤峰市,2020,1383.92
赤峰市,2021,1616.02
赤峰市,2022,949.55
赤峰市,2023,
通辽市,2000,
通辽市,2001,
通辽市,2002,97
通辽市,2003,91
通辽市,2004,109
通辽市,2005,155
通辽市,2006,191
通辽市,2007,201
通辽市,2008,370.7
通辽市,2009,239.2
通辽市,2010,248.01
通辽市,2011,270.05
通辽市,2012,305.24
通辽市,2013,333.7
通辽市,2014,364.09
通辽市,2015,444.51
通辽市,2016,540.8
通辽市,2017,642.18
通辽市,2018,758.32
通辽市,2019,1294.08
通辽市,2020,1158.32
通辽市,2021,1066.73
通辽市,2022,720.04
通辽市,2023,
鄂尔多斯市,2000,
鄂尔多斯市,2001,
鄂尔多斯市,2002,123
鄂尔多斯市,2003,130
鄂尔多斯市,2004,225
鄂尔多斯市,2005,310
鄂尔多斯市,2006,380
鄂尔多斯市,2007,437
鄂尔多斯市,2008,498
鄂尔多斯市,2009,368.7
鄂尔多斯市,2010,442.57
鄂尔多斯市,2011,503.11
鄂尔多斯市,2012,589.48
鄂尔多斯市,2013,647.57
鄂尔多斯市,2014,711.46
鄂尔多斯市,2015,865.1
鄂尔多斯市,2016,1037.1
鄂尔多斯市,2017,1225.11
鄂尔多斯市,2018,1412.25
鄂尔多斯市,2019,2273.13
鄂尔多斯市,2020,1580.84
鄂尔多斯市,2021,2185.31
鄂尔多斯市,2022,1123.54
鄂尔多斯市,2023,
北京市,2000,10186
北京市,2001,11007
北京市,2002,11500
北京市,2003,8700
北京市,2004,11950
北京市,2005,12500
北京市,2006,13200
北京市,2007,14280
北京市,2008,14181
北京市,2009,16257
北京市,2010,17900
北京市,2011,20884
北京市,2012,22633.7
北京市,2013,24738.8
北京市,2014,25722.2
北京市,2015,26859
北京市,2016,28115
北京市,2017,29353.6
北京市,2018,30693.2
北京市,2019,31833
北京市,2020,18352.4
北京市,2021,25488.3
北京市,2022,18206.7
北京市,2023,32700
吉林市,2000,
吉林市,2001,
吉林市,2002,753.7
吉林市,2003,706.2
吉林市,2004,757.53
吉林市,2005,814.67
吉林市,2006,893.86
吉林市,2007,1027.48
吉林市,2008,1215.87
吉林市,2009,1469.52
吉林市,2010,1762.4
吉林市,2011,2042.46
吉林市,2012,2389.68
吉林市,2013,2761.59
吉林市,2014,3242.38
吉林市,2015,3798.12
吉林市,2016,4465.43
吉林市,2017,5070.8
吉林市,2018,5932.9
吉林市,2019,7345
吉林市,2020,3730
吉林市,2021,3785
吉林市,2022,1680.7
吉林市,2023,
四平市,2000,
四平市,2001,
四平市,2002,50.6
四平市,2003,46.6
四平市,2004,52.19
四平市,2005,55.11
四平市,2006,60.51
四平市,2007,71.14
四平市,2008,87.21
四平市,2009,104.22
四平市,2010,123.2
四平市,2011,144.17
四平市,2012,168.69
四平市,2013,195.02
四平市,2014,228.47
四平市,2015,263.7
四平市,2016,343.54
四平市,2017,414.4
四平市,2018,471.5
四平市,2019,550
四平市,2020,373
四平市,2021,1427
四平市,2022,723
四平市,2023,
松原市,2000,
松原市,2001,
松原市,2002,49.8
松原市,2003,48.6
松原市,2004,60.49
松原市,2005,75.4
松原市,2006,93.95
松原市,2007,113.26
松原市,2008,160.78
松原市,2009,203.6
松原市,2010,244.1
松原市,2011,290.38
松原市,2012,343.1
松原市,2013,397.93
松原市,2014,466.06
松原市,2015,541.65
松原市,2016,632.37
松原市,2017,731.2
松原市,2018,812.8
松原市,2019,1078
松原市,2020,651.44
松原市,2021,832
松原市,2022,964
松原市,2023,
白城市,2000,
白城市,2001,
白城市,2002,52.1
白城市,2003,50.9
白城市,2004,60.89
白城市,2005,66.13
白城市,2006,70.75
白城市,2007,84.81
白城市,2008,102.86
白城市,2009,124.97
白城市,2010,149.2
白城市,2011,173.65
白城市,2012,203.2
白城市,2013,234.71
白城市,2014,274.68
白城市,2015,317.91
白城市,2016,369.8
白城市,2017,428.4
白城市,2018,486.7
白城市,2019,530
白城市,2020,154
白城市,2021,733
白城市,2022,461
白城市,2023,
白山市,2000,
白山市,2001,
白山市,2002,111.1
白山市,2003,99.6
白山市,2004,133.8
白山市,2005,149.89
白山市,2006,166.27
白山市,2007,190
白山市,2008,236.09
白山市,2009,293.42
白山市,2010,349.6
白山市,2011,411.11
白山市,2012,483.5
白山市,2013,561.22
白山市,2014,658.59
白山市,2015,769.17
白山市,2016,898.75
白山市,2017,1063.9
白山市,2018,1191.7
白山市,2019,1242
白山市,2020,476
白山市,2021,447
白山市,2022,356
白山市,2023,
辽源市,2000,
辽源市,2001,
辽源市,2002,36.3
辽源市,2003,35.3
辽源市,2004,40.5
辽源市,2005,42.5
辽源市,2006,46.61
辽源市,2007,56.47
辽源市,2008,69.49
辽源市,2009,84.97
辽源市,2010,100.51
辽源市,2011,117.66
辽源市,2012,137.7
辽源市,2013,159.38
辽源市,2014,186.57
辽源市,2015,216.07
辽源市,2016,252.82
辽源市,2017,305.2
辽源市,2018,346
辽源市,2019,392
辽源市,2020,288
辽源市,2021,624
辽源市,2022,499
辽源市,2023,
通化市,2000,
通化市,2001,
通化市,2002,124.4
通化市,2003,119.9
通化市,2004,138.27
通化市,2005,157.72
通化市,2006,177.43
通化市,2007,202.56
通化市,2008,265.31
通化市,2009,328.96
通化市,2010,400.2
通化市,2011,465.3
通化市,2012,546.9
通化市,2013,630.95
通化市,2014,739.54
通化市,2015,862.9
通化市,2016,1009.85
通化市,2017,1213.1
通化市,2018,1450.8
通化市,2019,1727
通化市,2020,1004
通化市,2021,870
通化市,2022,563.21
通化市,2023,
长春市,2000,
长春市,2001,
长春市,2002,1085.5
长春市,2003,1038
长春市,2004,1100.78
长春市,2005,1218.38
长春市,2006,1366.74
长春市,2007,1587.18
长春市,2008,1896.6
长春市,2009,2246.47
长春市,2010,2637.6
长春市,2011,3084.17
长春市,2012,3620
长春市,2013,4191.67
长春市,2014,4908.86
长春市,2015,5682.99
长春市,2016,6655.22
长春市,2017,7781.3
长春市,2018,8942.8
长春市,2019,10115
长春市,2020,7223.48
长春市,2021,10392
长春市,2022,5626.33
长春市,2023,
乐山市,2000,465.13
乐山市,2001,515.17
乐山市,2002,549.61
乐山市,2003,610.72
乐山市,2004,1078
乐山市,2005,1198.55
乐山市,2006,1304.82
乐山市,2007,1428.63
乐山市,2008,1227.51
乐山市,2009,1399.14
乐山市,2010,1669.62
乐山市,2011,2106.39
乐山市,2012,2655.55
乐山市,2013,2984.07
乐山市,2014,3342.12
乐山市,2015,3903.46
乐山市,2016,4359.69
乐山市,2017,5100.8
乐山市,2018,5710.22
乐山市,2019,6987.22
乐山市,2020,7071.29
乐山市,2021,
乐山市,2022,
乐山市,2023,
内江市,2000,
内江市,2001,
内江市,2002,126.4
内江市,2003,210.8
内江市,2004,359
内江市,2005,406
内江市,2006,502
内江市,2007,635
内江市,2008,559.4
内江市,2009,757.2
内江市,2010,974.4
内江市,2011,1167.4
内江市,2012,1377.97
内江市,2013,1788.61
内江市,2014,2230.61
内江市,2015,2684.07
内江市,2016,3304.8
内江市,2017,4356.51
内江市,2018,4286.88
内江市,2019,4642.35
内江市,2020,3896
内江市,2021,
内江市,2022,
内江市,2023,
南充市,2000,
南充市,2001,
南充市,2002,394.2
南充市,2003,325
南充市,2004,398
南充市,2005,472
南充市,2006,586
南充市,2007,695.4
南充市,2008,812.02
南充市,2009,1101.03
南充市,2010,1306.85
南充市,2011,1509.79
南充市,2012,1826.5
南充市,2013,2551.6
南充市,2014,3076.5
南充市,2015,3726.5
南充市,2016,4251.5
南充市,2017,4793.63
南充市,2018,5734.4
南充市,2019,7315.6
南充市,2020,8316.5
南充市,2021,
南充市,2022,
南充市,2023,
宜宾市,2000,153
宜宾市,2001,
宜宾市,2002,252.4
宜宾市,2003,315.2
宜宾市,2004,411
宜宾市,2005,477
宜宾市,2006,627
宜宾市,2007,741
宜宾市,2008,862.6
宜宾市,2009,1195.1
宜宾市,2010,1459.53
宜宾市,2011,1720.86
宜宾市,2012,2112.39
宜宾市,2013,2497.92
宜宾市,2014,2822.24
宜宾市,2015,3494.91
宜宾市,2016,4277.74
宜宾市,2017,5218.36
宜宾市,2018,6535.1
宜宾市,2019,7905.73
宜宾市,2020,6647.41
宜宾市,2021,7475.15
宜宾市,2022,
宜宾市,2023,
巴中市,2000,
巴中市,2001,
巴中市,2002,122.4
巴中市,2003,154.8
巴中市,2004,180
巴中市,2005,198
巴中市,2006,248
巴中市,2007,250
巴中市,2008,315
巴中市,2009,360.9
巴中市,2010,476.2
巴中市,2011,536.7
巴中市,2012,714.6
巴中市,2013,896.7
巴中市,2014,1165.6
巴中市,2015,1697
巴中市,2016,2171
巴中市,2017,3192.25
巴中市,2018,2936.81
巴中市,2019,3422.98
巴中市,2020,2920.53
巴中市,2021,3660.4
巴中市,2022,4279.8
巴中市,2023,
广元市,2000,
广元市,2001,
广元市,2002,128.5
广元市,2003,144.4
广元市,2004,188
广元市,2005,263
广元市,2006,385
广元市,2007,560
广元市,2008,386.5
广元市,2009,512.6
广元市,2010,700.6
广元市,2011,1427.6
广元市,2012,1918
广元市,2013,2414.78
广元市,2014,2769.43
广元市,2015,3251.97
广元市,2016,3792.07
广元市,2017,5292.32
广元市,2018,5028.86
广元市,2019,5623.45
广元市,2020,4584.45
广元市,2021,
广元市,2022,
广元市,2023,
广安市,2000,
广安市,2001,
广安市,2002,193.7
广安市,2003,248
广安市,2004,544
广安市,2005,550
广安市,2006,581
广安市,2007,619
广安市,2008,661.2
广安市,2009,857.4
广安市,2010,1040
广安市,2011,1288.2
广安市,2012,1550.18
广安市,2013,1997.6
广安市,2014,2768.19
广安市,2015,3269.75
广安市,2016,3436.26
广安市,2017,5218.36
广安市,2018,4052.12
广安市,2019,4485.69
广安市,2020,2777.45
广安市,2021,
广安市,2022,
广安市,2023,
德阳市,2000,
德阳市,2001,
德阳市,2002,475
德阳市,2003,486
德阳市,2004,517
德阳市,2005,611
德阳市,2006,1017.7
德阳市,2007,1067.3
德阳市,2008,411.7
德阳市,2009,518.17
德阳市,2010,768.08
德阳市,2011,874
德阳市,2012,1106.7
德阳市,2013,1734.68
德阳市,2014,1843.62
德阳市,2015,2304.4
德阳市,2016,2601.01
德阳市,2017,3313
德阳市,2018,4328
德阳市,2019,5166
德阳市,2020,3546
德阳市,2021,
德阳市,2022,
德阳市,2023,
成都市,2000,
成都市,2001,
成都市,2002,2768.9
成都市,2003,2843.6
成都市,2004,3215
成都市,2005,3619.63
成都市,2006,4003.71
成都市,2007,4253.63
成都市,2008,4105.4
成都市,2009,5505.97
成都市,2010,6818.48
成都市,2011,9552.69
成都市,2012,12088.3
成都市,2013,15339
成都市,2014,18423
成都市,2015,18903.5
成都市,2016,19757
成都市,2017,20704
成都市,2018,23977
成都市,2019,27642
成都市,2020,20395
成都市,2021,
成都市,2022,16379
成都市,2023,
攀枝花市,2000,
攀枝花市,2001,
攀枝花市,2002,130.5
攀枝花市,2003,142.5
攀枝花市,2004,205
攀枝花市,2005,300
攀枝花市,2006,457
攀枝花市,2007,621
攀枝花市,2008,650.1
攀枝花市,2009,679.5
攀枝花市,2010,705.2
攀枝花市,2011,755.4
攀枝花市,2012,852.52
攀枝花市,2013,1190.43
攀枝花市,2014,1383.62
攀枝花市,2015,1659.86
攀枝花市,2016,2062.56
攀枝花市,2017,4025.54
攀枝花市,2018,2566.36
攀枝花市,2019,3014.81
攀枝花市,2020,2197.46
攀枝花市,2021,
攀枝花市,2022,
攀枝花市,2023,
泸州市,2000,
泸州市,2001,
泸州市,2002,219.4
泸州市,2003,348.8
泸州市,2004,626
泸州市,2005,705
泸州市,2006,815
泸州市,2007,820
泸州市,2008,916.7
泸州市,2009,1000.3
泸州市,2010,1262.2
泸州市,2011,1320.1
泸州市,2012,1533.63
泸州市,2013,2111.41
泸州市,2014,2539.51
泸州市,2015,3257.68
泸州市,2016,3616.02
泸州市,2017,2317.44
泸州市,2018,5198.27
泸州市,2019,5546.82
泸州市,2020,2894.72
泸州市,2021,
泸州市,2022,
泸州市,2023,
眉山市,2000,
眉山市,2001,
眉山市,2002,169.7
眉山市,2003,262.8
眉山市,2004,431
眉山市,2005,454
眉山市,2006,507
眉山市,2007,531
眉山市,2008,551.2
眉山市,2009,785.5
眉山市,2010,991.2
眉山市,2011,1187
眉山市,2012,1560
眉山市,2013,1943.24
眉山市,2014,2386.09
眉山市,2015,3022.1
眉山市,2016,3746
眉山市,2017,4356.6
眉山市,2018,4790.71
眉山市,2019,5161.5
眉山市,2020,3994.6
眉山市,2021,
眉山市,2022,
眉山市,2023,
绵阳市,2000,
绵阳市,2001,
绵阳市,2002,462.5
绵阳市,2003,554.1
绵阳市,2004,705
绵阳市,2005,756
绵阳市,2006,1032
绵阳市,2007,1135
绵阳市,2008,740.4
绵阳市,2009,878
绵阳市,2010,1193
绵阳市,2011,1580.2
绵阳市,2012,1919.54
绵阳市,2013,2462.48
绵阳市,2014,2821.12
绵阳市,2015,3385.7
绵阳市,2016,4205.6
绵阳市,2017,3341.13
绵阳市,2018,6383.4
绵阳市,2019,7414.84
绵阳市,2020,6271.48
绵阳市,2021,
绵阳市,2022,
绵阳市,2023,
自贡市,2000,
自贡市,2001,
自贡市,2002,280.5
自贡市,2003,320.2
自贡市,2004,396
自贡市,2005,481
自贡市,2006,627
自贡市,2007,744
自贡市,2008,758.4
自贡市,2009,856.1
自贡市,2010,1144.9
自贡市,2011,1381.8
自贡市,2012,1539.81
自贡市,2013,1780
自贡市,2014,2106
自贡市,2015,2695.41
自贡市,2016,3186.27
自贡市,2017,4025.54
自贡市,2018,4620.41
自贡市,2019,4730.15
自贡市,2020,2732.13
自贡市,2021,583.94
自贡市,2022,
自贡市,2023,
资阳市,2000,
资阳市,2001,
资阳市,2002,156.2
资阳市,2003,185.1
资阳市,2004,254
资阳市,2005,307
资阳市,2006,480
资阳市,2007,601
资阳市,2008,672.7
资阳市,2009,783.3
资阳市,2010,872.5
资阳市,2011,1030.1
资阳市,2012,1409.4
资阳市,2013,1857.2
资阳市,2014,2610.7
资阳市,2015,3200.51
资阳市,2016,1897.01
资阳市,2017,2630
资阳市,2018,2549.97
资阳市,2019,2684.55
资阳市,2020,1876.8
资阳市,2021,
资阳市,2022,
资阳市,2023,
达州市,2000,
达州市,2001,
达州市,2002,195
达州市,2003,269
达州市,2004,472
达州市,2005,524
达州市,2006,789
达州市,2007,795
达州市,2008,834.3
达州市,2009,750
达州市,2010,858.1
达州市,2011,990.9
达州市,2012,1107.9
达州市,2013,1242.64
达州市,2014,1351.01
达州市,2015,1581.03
达州市,2016,1912.79
达州市,2017,3879.23
达州市,2018,2831.08
达州市,2019,4137.11
达州市,2020,3794.92
达州市,2021,
达州市,2022,
达州市,2023,
遂宁市,2000,
遂宁市,2001,
遂宁市,2002,158.3
遂宁市,2003,212.7
遂宁市,2004,363
遂宁市,2005,448.99
遂宁市,2006,579.79
遂宁市,2007,605.17
遂宁市,2008,727
遂宁市,2009,910
遂宁市,2010,1010
遂宁市,2011,1360
遂宁市,2012,1703
遂宁市,2013,2011
遂宁市,2014,2432.79
遂宁市,2015,3106.25
遂宁市,2016,3931.81
遂宁市,2017,4356.5
遂宁市,2018,4971.36
遂宁市,2019,5831.41
遂宁市,2020,3807.91
遂宁市,2021,
遂宁市,2022,
遂宁市,2023,
雅安市,2000,
雅安市,2001,
雅安市,2002,144.9
雅安市,2003,149.9
雅安市,2004,205
雅安市,2005,296
雅安市,2006,475
雅安市,2007,650
雅安市,2008,703.4
雅安市,2009,800
雅安市,2010,1005
雅安市,2011,1106
雅安市,2012,1194.48
雅安市,2013,1132
雅安市,2014,1658.91
雅安市,2015,2162.72
雅安市,2016,2725.92
雅安市,2017,3192.25
雅安市,2018,3740.58
雅安市,2019,4414.62
雅安市,2020,3834.15
雅安市,2021,
雅安市,2022,
雅安市,2023,
天津市,2000,2872.61
天津市,2001,
天津市,2002,3711.1
天津市,2003,3751.1
天津市,2004,4484
天津市,2005,5013
天津市,2006,
天津市,2007,6018
天津市,2008,7004
天津市,2009,5537.4
天津市,2010,6117.5
天津市,2011,10605.4
天津市,2012,
天津市,2013,
天津市,2014,15271.7
天津市,2015,17058.7
天津市,2016,18810.9
天津市,2017,20769.3
天津市,2018,22651
天津市,2019,24497.4
天津市,2020,14124
天津市,2021,17894.3
天津市,2022,11211.7
天津市,2023,23600
中卫市,2000,
中卫市,2001,
中卫市,2002,
中卫市,2003,
中卫市,2004,8
中卫市,2005,
中卫市,2006,
中卫市,2007,134
中卫市,2008,134
中卫市,2009,157.7
中卫市,2010,165.7
中卫市,2011,198.8
中卫市,2012,220
中卫市,2013,296.66
中卫市,2014,
中卫市,2015,
中卫市,2016,
中卫市,2017,3078.52
中卫市,2018,
中卫市,2019,
中卫市,2020,
中卫市,2021,
中卫市,2022,
中卫市,2023,
吴忠市,2000,
吴忠市,2001,
吴忠市,2002,84.6
吴忠市,2003,2
吴忠市,2004,3
吴忠市,2005,
吴忠市,2006,
吴忠市,2007,117.11
吴忠市,2008,136
吴忠市,2009,
吴忠市,2010,150.8
吴忠市,2011,164.5
吴忠市,2012,185.9
吴忠市,2013,244.84
吴忠市,2014,274.2
吴忠市,2015,247.5
吴忠市,2016,419.1
吴忠市,2017,471.87
吴忠市,2018,
吴忠市,2019,
吴忠市,2020,
吴忠市,2021,
吴忠市,2022,814.7
吴忠市,2023,
固原市,2000,
固原市,2001,
固原市,2002,52
固原市,2003,3
固原市,2004,3
固原市,2005,
固原市,2006,
固原市,2007,108
固原市,2008,110.4
固原市,2009,133.1
固原市,2010,152
固原市,2011,160.4
固原市,2012,193.9
固原市,2013,193.89
固原市,2014,237.63
固原市,2015,263.39
固原市,2016,410
固原市,2017,492.68
固原市,2018,
固原市,2019,
固原市,2020,542.3
固原市,2021,708.58
固原市,2022,840.52
固原市,2023,
石嘴山市,2000,
石嘴山市,2001,
石嘴山市,2002,108
石嘴山市,2003,26
石嘴山市,2004,86
石嘴山市,2005,
石嘴山市,2006,
石嘴山市,2007,123.91
石嘴山市,2008,126.8
石嘴山市,2009,143.6
石嘴山市,2010,154.6
石嘴山市,2011,182.7
石嘴山市,2012,208.4
石嘴山市,2013,252.83
石嘴山市,2014,283.2
石嘴山市,2015,287.09
石嘴山市,2016,285.91
石嘴山市,2017,327.42
石嘴山市,2018,350.75
石嘴山市,2019,397.65
石嘴山市,2020,237.32
石嘴山市,2021,438.48
