省份,城市,年份,国内旅游人数（万人）,国内旅游收入（亿元）,,,,,,
江西省,萍乡市,2018,5005.45,593.81,,,,,,
江西省,萍乡市,2019,5824.66,702.04,,,,,,
江西省,萍乡市,2020,3936.49,229.92,,,,,,
江西省,萍乡市,2021,5765.26,447.51,,,,,,
江西省,萍乡市,2022,4312.15,364.67,,,,,,
江西省,萍乡市,2023,,,,,,,,
江西省,赣州市,2000,,,,,,,,
江西省,赣州市,2001,,,,,,,,
江西省,赣州市,2002,517,27.86,,,,,,
江西省,赣州市,2003,517,29.05,,,,,,
江西省,赣州市,2004,587,33.64,,,,,,
江西省,赣州市,2005,602,38.65,,,,,,
江西省,赣州市,2006,701,45.75,,,,,,
江西省,赣州市,2007,778,51.72,,,,,,
江西省,赣州市,2008,979.6,63.7,,,,,,
江西省,赣州市,2009,1154.5,79.96,,,,,,
江西省,赣州市,2010,,,,,,,,
江西省,赣州市,2011,1751,133,,,,,,
江西省,赣州市,2012,2182,162,,,,,,
江西省,赣州市,2013,2575,204,,,,,,
江西省,赣州市,2014,3079.37,269.14,,,,,,
江西省,赣州市,2015,3749.07,366.95,,,,,,
江西省,赣州市,2016,4597.32,509.39,,,,,,
江西省,赣州市,2017,5571.87,655.59,,,,,,
江西省,赣州市,2018,6977.33,880.76,,,,,,
江西省,赣州市,2019,8306.29,1066.28,,,,,,
江西省,赣州市,2020,7788.33,660.61,,,,,,
江西省,赣州市,2021,8801.02,962.6,,,,,,
江西省,赣州市,2022,8299.58,823.61,,,,,,
江西省,赣州市,2023,,,,,,,,
江西省,鹰潭市,2000,,,,,,,,
江西省,鹰潭市,2001,,,,,,,,
江西省,鹰潭市,2002,250,15.03,,,,,,
江西省,鹰潭市,2003,209,13.74,,,,,,
江西省,鹰潭市,2004,245,15.13,,,,,,
江西省,鹰潭市,2005,250,15.79,,,,,,
江西省,鹰潭市,2006,302,19.12,,,,,,
江西省,鹰潭市,2007,332,21.39,,,,,,
江西省,鹰潭市,2008,790,25.69,,,,,,
江西省,鹰潭市,2009,510,33.73,,,,,,
江西省,鹰潭市,2010,,,,,,,,
江西省,鹰潭市,2011,917,58,,,,,,
江西省,鹰潭市,2012,1101,75,,,,,,
江西省,鹰潭市,2013,1300,95,,,,,,
江西省,鹰潭市,2014,1816.5,138.37,,,,,,
江西省,鹰潭市,2015,2309.17,201.86,,,,,,
江西省,鹰潭市,2016,2786.38,268.9,,,,,,
江西省,鹰潭市,2017,3819.97,354.39,,,,,,
江西省,鹰潭市,2018,4390.48,477.2,,,,,,
江西省,鹰潭市,2019,5171.23,577.32,,,,,,
江西省,鹰潭市,2020,2500.58,245.39,,,,,,
江西省,鹰潭市,2021,5103.97,453.61,,,,,,
江西省,鹰潭市,2022,4105.34,354.3,,,,,,
江西省,鹰潭市,2023,,,,,,,,
河北省,保定市,2000,,,,,,,,
河北省,保定市,2001,,,,,,,,
河北省,保定市,2002,1426,63.17,,,,,,
河北省,保定市,2003,950,42.09,,,,,,
河北省,保定市,2004,1542,71.38,,,,,,
河北省,保定市,2005,1705,85.38,,,,,,
河北省,保定市,2006,1850,99.88,,,,,,
河北省,保定市,2007,1980.38,93.13,,,,,,
河北省,保定市,2008,1899,92,,,,,,
河北省,保定市,2009,2278.1,114.17,,,,,,
河北省,保定市,2010,2811.7,147.9,,,,,,
河北省,保定市,2011,3395.8,190.19,,,,,,
河北省,保定市,2012,3989.5,245.78,,,,,,
河北省,保定市,2013,4746.13,316.8,,,,,,
河北省,保定市,2014,5173.3,409.4,,,,,,
河北省,保定市,2015,6634.4,610.8,,,,,,
河北省,保定市,2016,7983.44,754.15,,,,,,
河北省,保定市,2017,9629.82,896.54,,,,,,
河北省,保定市,2018,11155.3,1174.2,,,,,,
河北省,保定市,2019,12925.3,1454.37,,,,,,
河北省,保定市,2020,7362.29,684.07,,,,,,
河北省,保定市,2021,7191.52,715.9,,,,,,
河北省,保定市,2022,6075.29,455.93,,,,,,
河北省,保定市,2023,,,,,,,,
河北省,唐山市,2000,,,,,,,,
河北省,唐山市,2001,,,,,,,,
河北省,唐山市,2002,429,18.96,,,,,,
河北省,唐山市,2003,337.7,14.95,,,,,,
河北省,唐山市,2004,510,23.61,,,,,,
河北省,唐山市,2005,565,22.95,,,,,,
河北省,唐山市,2006,685,29.84,,,,,,
河北省,唐山市,2007,762,34.52,,,,,,
河北省,唐山市,2008,957,46.85,,,,,,
河北省,唐山市,2009,1226,61.46,,,,,,
河北省,唐山市,2010,1532.35,93.36,,,,,,
河北省,唐山市,2011,2000.95,128.48,,,,,,
河北省,唐山市,2012,2454,167.92,,,,,,
河北省,唐山市,2013,2770.31,212.26,,,,,,
河北省,唐山市,2014,3020,253.12,,,,,,
河北省,唐山市,2015,3398.93,307.53,,,,,,
河北省,唐山市,2016,4469.05,435.05,,,,,,
河北省,唐山市,2017,5591.31,582.79,,,,,,
河北省,唐山市,2018,6652.06,732.04,,,,,,
河北省,唐山市,2019,7852.48,901.42,,,,,,
河北省,唐山市,2020,4238.27,446.89,,,,,,
河北省,唐山市,2021,5087.82,508.86,,,,,,
河北省,唐山市,2022,4556.3,452.7,,,,,,
河北省,唐山市,2023,,,,,,,,
河北省,廊坊市,2000,,,,,,,,
河北省,廊坊市,2001,,,,,,,,
河北省,廊坊市,2002,58.5,2.59,,,,,,
河北省,廊坊市,2003,71.9,3.18,,,,,,
河北省,廊坊市,2004,328,14.99,,,,,,
河北省,廊坊市,2005,406,29.86,,,,,,
河北省,廊坊市,2006,460,34.86,,,,,,
河北省,廊坊市,2007,526.18,41.03,,,,,,
河北省,廊坊市,2008,563.4,41.56,,,,,,
河北省,廊坊市,2009,680.25,50.47,,,,,,
河北省,廊坊市,2010,818.5,63.18,,,,,,
河北省,廊坊市,2011,1000,78.26,,,,,,
河北省,廊坊市,2012,835.4,54.57,,,,,,
河北省,廊坊市,2013,1437.93,124.56,,,,,,
河北省,廊坊市,2014,1567.3,151.1,,,,,,
河北省,廊坊市,2015,2012.9,201.29,,,,,,
河北省,廊坊市,2016,2680.2,276.6,,,,,,
河北省,廊坊市,2017,3361.73,368.82,,,,,,
河北省,廊坊市,2018,3919.7,447.3,,,,,,
河北省,廊坊市,2019,4529.61,538.46,,,,,,
河北省,廊坊市,2020,2286.88,206.92,,,,,,
河北省,廊坊市,2021,2748.78,271,,,,,,
河北省,廊坊市,2022,1720.87,145.1,,,,,,
河北省,廊坊市,2023,,,,,,,,
河北省,张家口市,2000,,,,,,,,
河北省,张家口市,2001,,,,,,,,
河北省,张家口市,2002,270.6,11.99,,,,,,
河北省,张家口市,2003,274.1,12.14,,,,,,
河北省,张家口市,2004,350,16.19,,,,,,
河北省,张家口市,2005,441,20.33,,,,,,
河北省,张家口市,2006,530,27.01,,,,,,
河北省,张家口市,2007,612.99,32.57,,,,,,
河北省,张家口市,2008,537,29.43,,,,,,
河北省,张家口市,2009,702.5,39.52,,,,,,
河北省,张家口市,2010,1034.7,59.34,,,,,,
河北省,张家口市,2011,1495.2,89.76,,,,,,
河北省,张家口市,2012,2009.7,134.2,,,,,,
河北省,张家口市,2013,2538.83,181.8,,,,,,
河北省,张家口市,2014,2767.3,236.91,,,,,,
河北省,张家口市,2015,3837.3,299.88,,,,,,
河北省,张家口市,2016,5182.6,517.3,,,,,,
河北省,张家口市,2017,6247.56,696.5,,,,,,
河北省,张家口市,2018,,859.4,,,,,,
河北省,张家口市,2019,8590.99,1034.36,,,,,,
河北省,张家口市,2020,2455.26,213.12,,,,,,
河北省,张家口市,2021,4317.05,394.69,,,,,,
河北省,张家口市,2022,3068.73,251.74,,,,,,
河北省,张家口市,2023,,,,,,,,
河北省,承德市,2000,,,,,,,,
河北省,承德市,2001,,,,,,,,
河北省,承德市,2002,471.1,20.86,,,,,,
河北省,承德市,2003,410.6,18.18,,,,,,
河北省,承德市,2004,539,24.77,,,,,,
河北省,承德市,2005,604,30.21,,,,,,
河北省,承德市,2006,681,36.56,,,,,,
河北省,承德市,2007,801.16,50.56,,,,,,
河北省,承德市,2008,727.8,46.98,,,,,,
河北省,承德市,2009,1060.3,69.72,,,,,,
河北省,承德市,2010,1285.6,86.76,,,,,,
河北省,承德市,2011,1667.8,118.81,,,,,,
河北省,承德市,2012,1976.06,154.1,,,,,,
河北省,承德市,2013,1667.6,118.8,,,,,,
河北省,承德市,2014,1976.06,236.3,,,,,,
河北省,承德市,2015,3318.41,330.52,,,,,,
河北省,承德市,2016,4604.12,495.03,,,,,,
河北省,承德市,2017,5761.54,670.96,,,,,,
河北省,承德市,2018,6972.6,852.7,,,,,,
河北省,承德市,2019,7954.34,1032.74,,,,,,
河北省,承德市,2020,2800.99,300,,,,,,
河北省,承德市,2021,3605.12,386.85,,,,,,
河北省,承德市,2022,1648.64,170.84,,,,,,
河北省,承德市,2023,,,,,,,,
河北省,沧州市,2000,,,,,,,,
河北省,沧州市,2001,,,,,,,,
河北省,沧州市,2002,153,6.78,,,,,,
河北省,沧州市,2003,110,4.87,,,,,,
河北省,沧州市,2004,179,8.27,,,,,,
河北省,沧州市,2005,231,7.85,,,,,,
河北省,沧州市,2006,283,11.44,,,,,,
河北省,沧州市,2007,341,14.34,,,,,,
河北省,沧州市,2008,369,16.6,,,,,,
河北省,沧州市,2009,498,23.55,,,,,,
河北省,沧州市,2010,575,32.91,,,,,,
河北省,沧州市,2011,688,41.58,,,,,,
河北省,沧州市,2012,1210,97.05,,,,,,
河北省,沧州市,2013,969,67.81,,,,,,
河北省,沧州市,2014,1057,,,,,,,
河北省,沧州市,2015,1224.33,98.23,,,,,,
河北省,沧州市,2016,1473.5,123.1,,,,,,
河北省,沧州市,2017,1829.07,162.38,,,,,,
河北省,沧州市,2018,2112.04,196.13,,,,,,
河北省,沧州市,2019,2467.86,240.34,,,,,,
河北省,沧州市,2020,1693.04,118.77,,,,,,
河北省,沧州市,2021,2071.83,149.82,,,,,,
河北省,沧州市,2022,2027.37,129.58,,,,,,
河北省,沧州市,2023,,,,,,,,
河北省,石家庄市,2000,,,,,,,,
河北省,石家庄市,2001,,,,,,,,
河北省,石家庄市,2002,1438,63.7,,,,,,
河北省,石家庄市,2003,1115,49.39,,,,,,
河北省,石家庄市,2004,1441,66.7,,,,,,
河北省,石家庄市,2005,1607,71.51,,,,,,
河北省,石家庄市,2006,1753,86.84,,,,,,
河北省,石家庄市,2007,1901.76,103.91,,,,,,
河北省,石家庄市,2008,1716.3,88.69,,,,,,
河北省,石家庄市,2009,1973.4,103.57,,,,,,
河北省,石家庄市,2010,2350.5,129.42,,,,,,
河北省,石家庄市,2011,3247,197.42,,,,,,
河北省,石家庄市,2012,4185.2,264.67,,,,,,
河北省,石家庄市,2013,4874.3,328.26,,,,,,
河北省,石家庄市,2014,5778.6,432.2,,,,,,
河北省,石家庄市,2015,6763.4,584.7,,,,,,
河北省,石家庄市,2016,7628.4,745.8,,,,,,
河北省,石家庄市,2017,9216.42,988.1,,,,,,
河北省,石家庄市,2018,11037.8,1244.2,,,,,,
河北省,石家庄市,2019,12666.8,1471.7,,,,,,
河北省,石家庄市,2020,6577.15,683.9,,,,,,
河北省,石家庄市,2021,6709.66,698.3,,,,,,
河北省,石家庄市,2022,5754.9,535.55,,,,,,
河北省,石家庄市,2023,12756.5,1508.9,,,,,,
河北省,秦皇岛市,2000,701,,,,,,,
河北省,秦皇岛市,2001,,,,,,,,
河北省,秦皇岛市,2002,801.1,35.49,,,,,,
河北省,秦皇岛市,2003,592.3,26.24,,,,,,
河北省,秦皇岛市,2004,1212,56.1,,,,,,
河北省,秦皇岛市,2005,1302,91.26,,,,,,
河北省,秦皇岛市,2006,1409,101.03,,,,,,
河北省,秦皇岛市,2007,1510,112.84,,,,,,
河北省,秦皇岛市,2008,1227,88.64,,,,,,
河北省,秦皇岛市,2009,1638,121.97,,,,,,
河北省,秦皇岛市,2010,1861,142.98,,,,,,
河北省,秦皇岛市,2011,2101,173.51,,,,,,
河北省,秦皇岛市,2012,2313,201.62,,,,,,
河北省,秦皇岛市,2013,2565,244.28,,,,,,
河北省,秦皇岛市,2014,2796,,,,,,,
河北省,秦皇岛市,2015,3344,,,,,,,
河北省,秦皇岛市,2016,4189,,,,,,,
河北省,秦皇岛市,2017,5223.5,644.01,,,,,,
河北省,秦皇岛市,2018,6218,,,,,,,
河北省,秦皇岛市,2019,7227.67,996.61,,,,,,
河北省,秦皇岛市,2020,2680.11,268.32,,,,,,
河北省,秦皇岛市,2021,3122.93,330.05,,,,,,
河北省,秦皇岛市,2022,1885.78,163.37,,,,,,
河北省,秦皇岛市,2023,,,,,,,,
河北省,衡水市,2000,,,,,,,,
河北省,衡水市,2001,,,,,,,,
河北省,衡水市,2002,70.1,3.11,,,,,,
河北省,衡水市,2003,72.9,3.23,,,,,,
河北省,衡水市,2004,100,4.63,,,,,,
河北省,衡水市,2005,116,3.96,,,,,,
河北省,衡水市,2006,133,5.18,,,,,,
河北省,衡水市,2007,167.4,6.77,,,,,,
河北省,衡水市,2008,185,7.79,,,,,,
河北省,衡水市,2009,288.98,12.8,,,,,,
河北省,衡水市,2010,347,17.65,,,,,,
河北省,衡水市,2011,456.7,24.19,,,,,,
河北省,衡水市,2012,583.9,33.2,,,,,,
河北省,衡水市,2013,700.11,42.23,,,,,,
河北省,衡水市,2014,763.1,,,,,,,
河北省,衡水市,2015,1036.6,66.34,,,,,,
河北省,衡水市,2016,1367,101.5,,,,,,
河北省,衡水市,2017,1731.23,134.37,,,,,,
河北省,衡水市,2018,1993.3,161.9,,,,,,
河北省,衡水市,2019,2288.17,196.7,,,,,,
河北省,衡水市,2020,1444.3,107.7,,,,,,
河北省,衡水市,2021,1838.87,122.97,,,,,,
河北省,衡水市,2022,1818.96,128.63,,,,,,
河北省,衡水市,2023,,,,,,,,
河北省,邢台市,2000,,,,,,,,
河北省,邢台市,2001,,,,,,,,
河北省,邢台市,2002,228.8,10.14,,,,,,
河北省,邢台市,2003,142.6,6.32,,,,,,
河北省,邢台市,2004,276,12.76,,,,,,
河北省,邢台市,2005,325,13.06,,,,,,
河北省,邢台市,2006,420,19.35,,,,,,
河北省,邢台市,2007,488.9,23.8,,,,,,
河北省,邢台市,2008,548.2,27.09,,,,,,
河北省,邢台市,2009,632.07,32.16,,,,,,
河北省,邢台市,2010,754,41.46,,,,,,
河北省,邢台市,2011,854.3,51.45,,,,,,
河北省,邢台市,2012,1054,66.43,,,,,,
河北省,邢台市,2013,1194.06,82.15,,,,,,
河北省,邢台市,2014,1301.5,106.4,,,,,,
河北省,邢台市,2015,1713,140,,,,,,
河北省,邢台市,2016,2106.54,181.12,,,,,,
河北省,邢台市,2017,2628.56,239,,,,,,
河北省,邢台市,2018,3054.85,290.31,,,,,,
河北省,邢台市,2019,3547.61,359.96,,,,,,
河北省,邢台市,2020,2409.64,191.19,,,,,,
河北省,邢台市,2021,3086.99,259.3,,,,,,
河北省,邢台市,2022,2122.64,193.37,,,,,,
河北省,邢台市,2023,,,,,,,,
河北省,邯郸市,2000,,19.4,,,,,,
河北省,邯郸市,2001,,27.1,,,,,,
河北省,邯郸市,2002,641,28.4,,,,,,
河北省,邯郸市,2003,401,17.7,,,,,,
河北省,邯郸市,2004,762,35.1,,,,,,
河北省,邯郸市,2005,768,30.3,,,,,,
河北省,邯郸市,2006,850,35.9,,,,,,
河北省,邯郸市,2007,938,43.2,,,,,,
河北省,邯郸市,2008,1018,49.8,,,,,,
河北省,邯郸市,2009,1186,59.6,,,,,,
河北省,邯郸市,2010,1481,75.9,,,,,,
河北省,邯郸市,2011,1720,98.6,,,,,,
河北省,邯郸市,2012,2300,134.9,,,,,,
河北省,邯郸市,2013,2761.15,175.7,,,,,,
河北省,邯郸市,2014,3009.7,235.1,,,,,,
河北省,邯郸市,2015,3633,336.7,,,,,,
河北省,邯郸市,2016,4734.2,488.2,,,,,,
河北省,邯郸市,2017,5853.14,637.1,,,,,,
河北省,邯郸市,2018,6986.01,797.3,,,,,,
河北省,邯郸市,2019,8028.04,975.1,,,,,,
河北省,邯郸市,2020,4004.56,420.36,,,,,,
河北省,邯郸市,2021,5086.79,524.94,,,,,,
河北省,邯郸市,2022,3307.54,315.7,,,,,,
河北省,邯郸市,2023,,,,,,,,
河南省,三门峡市,2000,,,,,,,,
河南省,三门峡市,2001,,,,,,,,
河南省,三门峡市,2002,,,,,,,,
河南省,三门峡市,2003,266.2,15.68,,,,,,
河南省,三门峡市,2004,408,22.7316,,,,,,
河南省,三门峡市,2005,507,29.192,,,,,,
河南省,三门峡市,2006,327,37.36,,,,,,
河南省,三门峡市,2007,822.77,48.0448,,,,,,
河南省,三门峡市,2008,1056.2,58.33,,,,,,
河南省,三门峡市,2009,1303.35,68.5,,,,,,
河南省,三门峡市,2010,1454.6,89,,,,,,
河南省,三门峡市,2011,1727.7,96.6,,,,,,
河南省,三门峡市,2012,2028.3,121.151,,,,,,
河南省,三门峡市,2013,2268.58,175,,,,,,
河南省,三门峡市,2014,2531.7,201.49,,,,,,
河南省,三门峡市,2015,2891.2,224.43,,,,,,
河南省,三门峡市,2016,3208,254,,,,,,
河南省,三门峡市,2017,3457.18,296,,,,,,
河南省,三门峡市,2018,4307.8,364.97,,,,,,
河南省,三门峡市,2019,5005.5,425.6,,,,,,
河南省,三门峡市,2020,2531,195,,,,,,
河南省,三门峡市,2021,3292.8,285.17,,,,,,
河南省,三门峡市,2022,,,,,,,,
河南省,三门峡市,2023,,,,,,,,
河南省,信阳市,2000,,,,,,,,
河南省,信阳市,2001,,,,,,,,
河南省,信阳市,2002,,,,,,,,
河南省,信阳市,2003,281.6,12.29,,,,,,
河南省,信阳市,2004,383,16.5226,,,,,,
河南省,信阳市,2005,476,21.8495,,,,,,
河南省,信阳市,2006,582,27.34,,,,,,
河南省,信阳市,2007,754.17,35.22,,,,,,
河南省,信阳市,2008,932.9,41.67,,,,,,
河南省,信阳市,2009,1064.45,52.1,,,,,,
河南省,信阳市,2010,1249.4,61.1,,,,,,
河南省,信阳市,2011,1502.1,75.3,,,,,,
河南省,信阳市,2012,1807,99.5904,,,,,,
河南省,信阳市,2013,2073.8,115.19,,,,,,
河南省,信阳市,2014,2044.6,,,,,,,
河南省,信阳市,2015,2635,135.03,,,,,,
河南省,信阳市,2016,2918,,,,,,,
河南省,信阳市,2017,3055,198.8,,,,,,
河南省,信阳市,2018,3911,,,,,,,
河南省,信阳市,2019,4832.3,,,,,,,
河南省,信阳市,2020,3854.2,,,,,,,
河南省,信阳市,2021,4467.8,,,,,,,
河南省,信阳市,2022,3927.8,,,,,,,
河南省,信阳市,2023,,,,,,,,
河南省,南阳市,2000,,,,,,,,
河南省,南阳市,2001,,,,,,,,
河南省,南阳市,2002,,,,,,,,
河南省,南阳市,2003,268.9,16.83,,,,,,
河南省,南阳市,2004,405,24.6533,,,,,,
河南省,南阳市,2005,496,30.9571,,,,,,
河南省,南阳市,2006,605,38.95,,,,,,
河南省,南阳市,2007,775.64,48.5709,,,,,,
河南省,南阳市,2008,960.2,57.6537,,,,,,
河南省,南阳市,2009,1111.96,75.411,,,,,,
河南省,南阳市,2010,1251.1,88.0155,,,,,,
河南省,南阳市,2011,1449.8,100.91,,,,,,
河南省,南阳市,2012,1781.8,134.294,,,,,,
河南省,南阳市,2013,2027.61,156,,,,,,
河南省,南阳市,2014,1967.6,,,,,,,
河南省,南阳市,2015,2627.4,,,,,,,
河南省,南阳市,2016,2941,,,,,,,
河南省,南阳市,2017,5332.6,282.614,,,,,,
河南省,南阳市,2018,4045,,,,,,,
河南省,南阳市,2019,4669.98,,,,,,,
河南省,南阳市,2020,,,,,,,,
河南省,南阳市,2021,,,,,,,,
河南省,南阳市,2022,,,,,,,,
河南省,南阳市,2023,,,,,,,,
河南省,周口市,2000,,,,,,,,
河南省,周口市,2001,,,,,,,,
河南省,周口市,2002,,,,,,,,
河南省,周口市,2003,135.9,7.64,,,,,,
河南省,周口市,2004,215,12.3164,,,,,,
河南省,周口市,2005,272,16.6936,,,,,,
河南省,周口市,2006,314,20.84,,,,,,
河南省,周口市,2007,399.27,25.569,,,,,,
河南省,周口市,2008,514.7,30.197,,,,,,
河南省,周口市,2009,608.84,35.3607,,,,,,
河南省,周口市,2010,686.2,41.1345,,,,,,
河南省,周口市,2011,824.2,49.92,,,,,,
河南省,周口市,2012,1019.5,65.6469,,,,,,
河南省,周口市,2013,1156.01,76.252,,,,,,
河南省,周口市,2014,1083.4,78.725,,,,,,
河南省,周口市,2015,1471,91.3192,,,,,,
河南省,周口市,2016,1626,101.64,,,,,,
河南省,周口市,2017,3207.12,154.891,,,,,,
河南省,周口市,2018,2164,130.43,,,,,,
河南省,周口市,2019,3200,148,,,,,,
河南省,周口市,2020,2624,,,,,,,
河南省,周口市,2021,2647.27,,,,,,,
河南省,周口市,2022,1756.5,,,,,,,
河南省,周口市,2023,,,,,,,,
河南省,商丘市,2000,,,,,,,,
河南省,商丘市,2001,,,,,,,,
河南省,商丘市,2002,,,,,,,,
河南省,商丘市,2003,175.7,9.53,,,,,,
河南省,商丘市,2004,231,12.2948,,,,,,
河南省,商丘市,2005,292,17.1033,,,,,,
河南省,商丘市,2006,349,21.45,,,,,,
河南省,商丘市,2007,442.73,26.4469,,,,,,
河南省,商丘市,2008,536.2,31.45,,,,,,
河南省,商丘市,2009,649.81,35.9,,,,,,
河南省,商丘市,2010,804.2,15,,,,,,
河南省,商丘市,2011,951.8,53.4,,,,,,
河南省,商丘市,2012,1152.6,20,,,,,,
河南省,商丘市,2013,1316.33,23.2,,,,,,
河南省,商丘市,2014,978.2,17.4,,,,,,
河南省,商丘市,2015,1575.5,22.1,,,,,,
河南省,商丘市,2016,1761,24.9,,,,,,
河南省,商丘市,2017,1666.16,29.7,,,,,,
河南省,商丘市,2018,1607.59,34.14,,,,,,
河南省,商丘市,2019,2343.92,53.4,,,,,,
河南省,商丘市,2020,,49.31,,,,,,
河南省,商丘市,2021,,107.38,,,,,,
河南省,商丘市,2022,,,,,,,,
河南省,商丘市,2023,,,,,,,,
河南省,安阳市,2000,,,,,,,,
河南省,安阳市,2001,,,,,,,,
河南省,安阳市,2002,,,,,,,,
河南省,安阳市,2003,261,17.12,,,,,,
河南省,安阳市,2004,405,26.7653,,,,,,
河南省,安阳市,2005,503,34.2516,,,,,,
河南省,安阳市,2006,647,44.47,,,,,,
河南省,安阳市,2007,849.97,57.5026,,,,,,
河南省,安阳市,2008,1048,70.4407,,,,,,
河南省,安阳市,2009,1233.51,89.3892,,,,,,
河南省,安阳市,2010,1395.7,104.488,,,,,,
河南省,安阳市,2011,1641.5,127.24,,,,,,
河南省,安阳市,2012,1995.3,167.352,,,,,,
河南省,安阳市,2013,2278.43,195.231,,,,,,
河南省,安阳市,2014,2244.5,,,,,,,
河南省,安阳市,2015,2914.4,,,,,,,
河南省,安阳市,2016,3386,,,,,,,
河南省,安阳市,2017,5348.75,463.06,,,,,,
河南省,安阳市,2018,4934,505.15,,,,,,
河南省,安阳市,2019,5596.8,580.55,,,,,,
河南省,安阳市,2020,,356.43,,,,,,
河南省,安阳市,2021,,512.35,,,,,,
河南省,安阳市,2022,,,,,,,,
河南省,安阳市,2023,,,,,,,,
河南省,平顶山市,2000,,,,,,,,
河南省,平顶山市,2001,,,,,,,,
河南省,平顶山市,2002,,,,,,,,
河南省,平顶山市,2003,201.6,10.89,,,,,,
河南省,平顶山市,2004,278,16.7121,,,,,,
河南省,平顶山市,2005,342,21.1926,,,,,,
河南省,平顶山市,2006,418,27.37,,,,,,
河南省,平顶山市,2007,535.97,34.6562,,,,,,
河南省,平顶山市,2008,673.2,40.9982,,,,,,
河南省,平顶山市,2009,792.33,59.1335,,,,,,
河南省,平顶山市,2010,896.1,68.6189,,,,,,
河南省,平顶山市,2011,1069.9,84.83,,,,,,
河南省,平顶山市,2012,1261,108.087,,,,,,
河南省,平顶山市,2013,1447.81,135.75,,,,,,
河南省,平顶山市,2014,1369.2,155,,,,,,
河南省,平顶山市,2015,1868.3,169.3,,,,,,
河南省,平顶山市,2016,2096,189.1,,,,,,
河南省,平顶山市,2017,4234.6,218.645,,,,,,
河南省,平顶山市,2018,2833,259.3,,,,,,
河南省,平顶山市,2019,5556,306.51,,,,,,
河南省,平顶山市,2020,3597.2,277.73,,,,,,
河南省,平顶山市,2021,,,,,,,,
河南省,平顶山市,2022,,,,,,,,
河南省,平顶山市,2023,,,,,,,,
河南省,开封市,2000,,,,,,,,
河南省,开封市,2001,,,,,,,,
河南省,开封市,2002,,,,,,,,
河南省,开封市,2003,343.6,24.5,,,,,,
河南省,开封市,2004,513,36.6371,,,,,,
河南省,开封市,2005,633,47.7931,,,,,,
河南省,开封市,2006,823,64.47,,,,,,
河南省,开封市,2007,1183.59,86.903,,,,,,
河南省,开封市,2008,1531.6,114.979,,,,,,
河南省,开封市,2009,1953.1,149.473,,,,,,
河南省,开封市,2010,2221.2,175.195,,,,,,
河南省,开封市,2011,2698.6,215.3,,,,,,
河南省,开封市,2012,3142.1,237.745,,,,,,
河南省,开封市,2013,3615.12,279.227,,,,,,
河南省,开封市,2014,3565.3,,,,,,,
河南省,开封市,2015,4532.5,,,,,,,
河南省,开封市,2016,5303,,,,,,,
河南省,开封市,2017,6159.08,479.51,,,,,,
河南省,开封市,2018,7190,596.7,,,,,,
河南省,开封市,2019,8328.24,707.5,,,,,,
河南省,开封市,2020,,334.2,,,,,,
河南省,开封市,2021,,521,,,,,,
河南省,开封市,2022,,,,,,,,
河南省,开封市,2023,,,,,,,,
河南省,新乡市,2000,,,,,,,,
河南省,新乡市,2001,,,,,,,,
河南省,新乡市,2002,,,,,,,,
河南省,新乡市,2003,229.1,12.43,,,,,,
河南省,新乡市,2004,303,17.6835,,,,,,
河南省,新乡市,2005,368,23.1247,,,,,,
河南省,新乡市,2006,461,29.28,,,,,,
河南省,新乡市,2007,649.85,38.1818,,,,,,
河南省,新乡市,2008,823.4,46.2382,,,,,,
河南省,新乡市,2009,1067.9,60.6645,,,,,,
河南省,新乡市,2010,1363.4,79.2713,,,,,,
河南省,新乡市,2011,1643.4,97.02,,,,,,
河南省,新乡市,2012,2031.6,126.102,,,,,,
河南省,新乡市,2013,2291.71,147.118,,,,,,
河南省,新乡市,2014,2289.7,,,,,,,
河南省,新乡市,2015,2899.8,201.2,,,,,,
河南省,新乡市,2016,3274,231.9,,,,,,
河南省,新乡市,2017,3716.93,262.86,,,,,,
河南省,新乡市,2018,4485,304.66,,,,,,
河南省,新乡市,2019,4891.61,362.24,,,,,,
河南省,新乡市,2020,3455.44,222.31,,,,,,
河南省,新乡市,2021,,,,,,,,
河南省,新乡市,2022,,,,,,,,
河南省,新乡市,2023,,,,,,,,
河南省,洛阳市,2000,,,,,,,,
河南省,洛阳市,2001,,,,,,,,
河南省,洛阳市,2002,,,,,,,,
河南省,洛阳市,2003,1419.7,65.1,,,,,,
河南省,洛阳市,2004,1785.3,82.1,,,,,,
河南省,洛阳市,2005,2131.8,101.3,,,,,,
河南省,洛阳市,2006,2780.7,131.4,,,,,,
河南省,洛阳市,2007,3976.3,188.6,,,,,,
河南省,洛阳市,2008,4536,217,,,,,,
河南省,洛阳市,2009,5268,252,,,,,,
河南省,洛阳市,2010,6033,293,,,,,,
河南省,洛阳市,2011,6817,337,,,,,,
河南省,洛阳市,2012,7704,391.4,,,,,,
河南省,洛阳市,2013,8538,472.8,,,,,,
河南省,洛阳市,2014,9386,586.7,,,,,,
河南省,洛阳市,2015,10330,761.3,,,,,,
河南省,洛阳市,2016,11310,882,,,,,,
河南省,洛阳市,2017,12300,1017,,,,,,
河南省,洛阳市,2018,13100,1120,,,,,,
河南省,洛阳市,2019,14100,1289.7,,,,,,
河南省,洛阳市,2020,9300,795.4,,,,,,
河南省,洛阳市,2021,11700,923.5,,,,,,
